title,year,imdb_votes,location,geocode
Florence Foster Jenkins,2016,28925,"Twickenham Studios, Twickenham, Middlesex, England, UK",(studio)
The Nines,2007,29670,"Cafe Susina - 7122 Beverly Blvd., Los Angeles, California, USA",
The Nines,2007,29670,"Topanga Canyon, Woodland Hills, Los Angeles, California, USA",
Bandidas,2006,29672,"Sierra de Organos, Sombrerete, Zacatecas, Mexico",(exterior scenes)
Bandidas,2006,29672,"Durango, Mexico",
Bandidas,2006,29672,Mexico,
Bandidas,2006,29672,"San Luis Potos, Mexico",
Hollywoodland,2006,29874,"635 Mateo St, Los Angeles, California, USA",(shop where Chester Sinclair's wife worked)
Hollywoodland,2006,29874,"City Hall - 200 N. Spring Street, Downtown, Los Angeles, California, USA",
Hollywoodland,2006,29874,"Los Angeles, California, USA",
Hollywoodland,2006,29874,"Newcastle, Ontario, Canada",
Hollywoodland,2006,29874,"Oakville, Ontario, Canada",
Hollywoodland,2006,29874,"Parkwood Estate, Oshawa, Ontario, Canada",
Hollywoodland,2006,29874,"Toronto, Ontario, Canada",
Liberal Arts,2012,30433,"Gambier, Ohio, USA",
Liberal Arts,2012,30433,"Columbus, Ohio, USA",
Greenberg,2010,30584,"Laurel Pet Hospital - 7970 Santa Monica Blvd, West Hollywood, California, USA",(pet hospital scenes)
Greenberg,2010,30584,"Los Angeles, California, USA",
Greenberg,2010,30584,"Musso & Frank Grill - 6667 Hollywood Blvd., Hollywood, Los Angeles, California, USA",
Greenberg,2010,30584,"Silverlake Lounge - 2906 W Sunset Blvd, Los Angeles, California, USA",
The Fifth Estate,2013,31231,"Hoeilaart, Belgium",
The Fifth Estate,2013,31231,"Brussels, Brussels-Capital, Belgium",
The Fifth Estate,2013,31231,"Lige, Wallonia, Belgium",
The Fifth Estate,2013,31231,"Antwerp, Flanders, Belgium",
The Fifth Estate,2013,31231,"Sint-Niklaas, Belgium",
The Fifth Estate,2013,31231,"Ghent, Flanders, Belgium",
The Fifth Estate,2013,31231,"Berlin, Germany",
The Fifth Estate,2013,31231,"Berliner Congress Center, Berlin, Germany",
The Fifth Estate,2013,31231,"Kunsthaus Tacheles, Oranienburger Strae, Berlin, Germany",
The Fifth Estate,2013,31231,"Reykjavk, Iceland",(Icelandic bank collapse scene with reporter)
The Fifth Estate,2013,31231,"Blue Lagoon, Grindavk, Reykjanes, Iceland",(On the run in Iceland during Assange's second visit)
The Fifth Estate,2013,31231,"Domaine provincial d'Hlcine, 2 rue Armand Dewolf, Hlcine, Walloon Brabant, Belgium",(White House interior scenes)
The Fifth Estate,2013,31231,Belgium,
The Fifth Estate,2013,31231,Germany,
The Fifth Estate,2013,31231,Iceland,
The Fifth Estate,2013,31231,"Lige-Guillemins Railway Station, Lige, Wallonia, Belgium",
The Fifth Estate,2013,31231,Kenya,
The Fifth Estate,2013,31231,"Reichstag, Tiergarten, Berlin, Germany",(only exterior)
The Fifth Estate,2013,31231,"AED Studios, Lint, Flanders, Belgium","(Belgium, AED Studios, Lint)"
Sea of Love,1989,31250,USA,
Sea of Love,1989,31250,Canada,
Sea of Love,1989,31250,"New York, USA",(exteriors only)
Sea of Love,1989,31250,"Toronto, Ontario, Canada",(as 'New York' interiors)
The Divide,2011,31288,"Manitoba Production Centre, Winnipeg, Manitoba, Canada",
The Divide,2011,31288,"Millenium Centre - 389 Main Street, Winnipeg, Manitoba, Canada",
The Divide,2011,31288,"Winnipeg, Manitoba, Canada",
Hung fan kui,1995,31332,"Vancouver, British Columbia, Canada",
Lovelace,2013,32320,"Alex Theatre - 216 N. Brand Boulevard, Glendale, California, USA",(Deep Throat private screening)
Lovelace,2013,32320,"California, USA",
Lovelace,2013,32320,USA,
Lovelace,2013,32320,"351 Laurinda Ave, Long Beach, California, USA",(Linda's parents' Florida house)
Lovelace,2013,32320,"18251 Jovan St, Encino, California, USA",(Chuck's House)
Lovelace,2013,32320,"622 Via Los Miradores, Torrance, California, USA",(Linda and Chuck's Malibu house)
Lovelace,2013,32320,"370 Daroca Ave, Long Beach, California, USA",(Linda's Long Island house)
Lovelace,2013,32320,"Moonlight Rollerway - 5110 San Fernando Road, Glendale, California, USA",(Roller Rink where Linda meets Chuck)
Lovelace,2013,32320,"Nate Starkman & Son Building - 544 Mateo St, Los Angeles, California, USA",(B&A Films)
Lovelace,2013,32320,"SeaPort Marina Hotel, 6400 E Pacific Coast Hwy, Long Beach, California, USA",(movie filming at hotel)
Lovelace,2013,32320,"Sea Side Cafe - 6400 E Pacific Coast Hwy, Long Beach, California, USA",(Linda and Chuck at Diner)
Lovelace,2013,32320,"1401 S Oak Knoll Ave, Pasadena, California, USA",(Linda meets Anthony Romano)
Lovelace,2013,32320,"Los Angeles, California, USA",
Laura,1944,33162,"Stage 9, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",(studio)
Zelig,1983,33192,"New Jersey, USA",
Zelig,1983,33192,USA,
Zelig,1983,33192,"Alpine, New Jersey, USA",
Zelig,1983,33192,"Englewood, New Jersey, USA",
Zelig,1983,33192,"Jersey City, New Jersey, USA",
Zelig,1983,33192,"Paramus, New Jersey, USA",
Zelig,1983,33192,"Saddle River, New Jersey, USA",
Zelig,1983,33192,"Union City, New Jersey, USA",
Zelig,1983,33192,"Weehawken, New Jersey, USA",
The Horse Whisperer,1998,33344,"Greenwich, New York, USA",
The Horse Whisperer,1998,33344,"Hadley, New York, USA",(in the scene where the truck rounds the corner and hits the horse)
The Horse Whisperer,1998,33344,"Baker, California, USA",
The Horse Whisperer,1998,33344,"Ballston Spa, New York, USA",
The Horse Whisperer,1998,33344,"Big Timber, Montana, USA",
The Horse Whisperer,1998,33344,"Connecticut, USA",
The Horse Whisperer,1998,33344,"Livingston, Montana, USA",
The Horse Whisperer,1998,33344,"Melville Lutheran Church, Sweet Grass County, Montana, USA",(seen during the Montana Montage)
The Horse Whisperer,1998,33344,"Melville, Montana, USA","(Melville Lutheran Church is used during a montage scene, the diner Big Sky Corners during the phone booth scene)"
The Horse Whisperer,1998,33344,"Montana, USA",
The Horse Whisperer,1998,33344,"New York, USA",
The Horse Whisperer,1998,33344,"Saratoga Race Track, Saratoga Springs, New York, USA",
The Horse Whisperer,1998,33344,"Springhill Pavillion, Ross Peak Ranch - 8360 Springhill Community Road, Belgrade, Montana, USA",
Diary of a Wimpy Kid,2010,33493,"New Westminster, British Columbia, Canada",
Diary of a Wimpy Kid,2010,33493,"Vancouver, British Columbia, Canada",
Beneath the Planet of the Apes,1970,33796,"Red Rock Canyon State Park - Highway 14, Cantil, California, USA",
Beneath the Planet of the Apes,1970,33796,"Stage 16, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",(studio)
Whiskey Tango Foxtrot,2016,34017,"Albuquerque, New Mexico, USA",
Whiskey Tango Foxtrot,2016,34017,Morocco,
Whiskey Tango Foxtrot,2016,34017,"New Delhi Railway Station, Paharganj, Central Delhi, Delhi, India","(Kabul, Afghanistan - Airport)"
Whiskey Tango Foxtrot,2016,34017,"Santa Fe City & County, New Mexico, USA",
Whiskey Tango Foxtrot,2016,34017,"Pueblo of Laguna, New Mexico, USA",
Whiskey Tango Foxtrot,2016,34017,"Atlas Mountains, Morocco",(Flyover scenes)
Down with Love,2003,34072,"Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA",(studio)
Down with Love,2003,34072,"New York Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
Oliver & Company,1988,34113,"Walt Disney Animation Studios - 500 S. Buena Vista Street, Burbank, California, USA",
Dirty Pretty Things,2002,35890,"London, England, UK",
Dirty Pretty Things,2002,35890,"Shepperton Studios, Shepperton, Surrey, England, UK",
Kill the Irishman,2011,36536,"Detroit, Michigan, USA",
Kill the Irishman,2011,36536,"Tiger Stadium - 2121 Trumbull Avenue, Detroit, Michigan, USA",
Mr. Magorium's Wonder Emporium,2007,36619,"Cinespace Film Studios, Toronto, Ontario, Canada",(soundstage)
Mr. Magorium's Wonder Emporium,2007,36619,"Toronto, Ontario, Canada",
Proof,2005,37461,"Chicago, Illinois, USA",
Proof,2005,37461,"Elstree, Hertfordshire, England, UK",
Proof,2005,37461,"Glaxo SmithKline, Stevenage, Hertfordshire, England, UK",
Proof,2005,37461,"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",
Proof,2005,37461,"University of Chicago Chronicle - 5801 S. Ellis Avenue, University of Chicago, Hyde Park, Chicago, Illinois, USA",
Proof,2005,37461,"University of Chicago, Hyde Park, Chicago, Illinois, USA",(University of Chicago Chronicle)
Naked Lunch,1991,37633,"Toronto, Ontario, Canada",
Highlander II: The Quickening,1991,37652,"Buenos Aires, Federal District, Argentina",
Highlander II: The Quickening,1991,37652,"Dique de Ull&uacutem, San Juan, Argentina","(Opening, when the actor is running besides water)"
Miracle,2004,37982,"Abbotsford, British Columbia, Canada",
Miracle,2004,37982,"MSA Arena, Abbotsford, British Columbia, Canada",
Miracle,2004,37982,"Pacific Coliseum, Pacific National Exhibition Grounds, Vancouver, British Columbia, Canada",
Miracle,2004,37982,"Prince George, British Columbia, Canada",
Miracle,2004,37982,"Rossland, British Columbia, Canada",
Miracle,2004,37982,"University of British Columbia, Robson Square Campus - 800 Robson Street, Vancouver, British Columbia, Canada",
Miracle,2004,37982,"Vancouver, British Columbia, Canada",
Little Women,1994,38132,Canada,
Little Women,1994,38132,"British Columbia, Canada",
Little Women,1994,38132,"Cobble Hill, British Columbia, Canada",
Little Women,1994,38132,"Craigdarroch Castle, Victoria, British Columbia, Canada",
Little Women,1994,38132,"Historic Deerfield, Deerfield, Massachusetts, USA",
Little Women,1994,38132,"North Shore Studios, North Vancouver, British Columbia, Canada",
Little Women,1994,38132,"Vancouver, British Columbia, Canada",
Little Women,1994,38132,"Victoria, British Columbia, Canada",
Mimic,1997,38132,"Osgoode Hall, Toronto, Ontario, Canada",(Dr. Peter Mann's press conference)
Mimic,1997,38132,"Knox College, University of Toronto, Toronto, Ontario, Canada",(as Museum of Natural History)
Mimic,1997,38132,"Wycliffe College, University of Toronto, Toronto, Ontario, Canada",(library)
Mimic,1997,38132,"Harris Filtration Plant, Toronto, Ontario, Canada",(opening scene)
Mimic,1997,38132,USA,
Mimic,1997,38132,Canada,
Mimic,1997,38132,"Disused lower platform, Bay subway station, Toronto, Ontario, Canada",
Mimic,1997,38132,"Los Angeles, California, USA",
Mimic,1997,38132,"Toronto, Ontario, Canada",
Gomorra,2008,39612,"Naples, Campania, Italy",
Gomorra,2008,39612,"Scampia, Naples, Campania, Italy",
Gomorra,2008,39612,"Venice, Veneto, Italy",
American Splendor,2003,42863,"Cleveland, Ohio, USA",
American Splendor,2003,42863,"Lakewood, Ohio, USA",
La leggenda del pianista sull'oceano,1998,43371,"Cinecitt Studios, Cinecitt, Rome, Lazio, Italy",(studio)
La leggenda del pianista sull'oceano,1998,43371,"Fratelli Cartocci srl, Rome, Lazio, Italy",(studio)
La leggenda del pianista sull'oceano,1998,43371,"Odessa, Ukraine",
La leggenda del pianista sull'oceano,1998,43371,"Rome, Lazio, Italy",
Cheaper by the Dozen 2,2005,44644,"2884 Fire Route 47 Harcourt, Ontario, Canada",(Murtaugh Cottage)
Cheaper by the Dozen 2,2005,44644,"Aurora, Ontario, Canada",
Cheaper by the Dozen 2,2005,44644,"Burleigh Falls, Ontario, Canada",
Cheaper by the Dozen 2,2005,44644,"Guelph, Ontario, Canada",
Cheaper by the Dozen 2,2005,44644,"Los Angeles, California, USA",
Cheaper by the Dozen 2,2005,44644,"Rockwood Conservation Area, Ontario, Canada",
Cheaper by the Dozen 2,2005,44644,"Toronto, Ontario, Canada",
Heartbreakers,2001,45296,"The Breakers Resort, Palm Beach, Florida, USA",(Driving up to the fancy hotel in Palm Beach)
Heartbreakers,2001,45296,"Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",(Hotel lobby)
Heartbreakers,2001,45296,"Madre Street and Lombardy Road, East Pasadena, California, USA",(Where Page gets lost trying to follow Arnold Davis)
Heartbreakers,2001,45296,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",
Heartbreakers,2001,45296,"Florida, USA",
Heartbreakers,2001,45296,"Key Largo, Florida, USA",
Heartbreakers,2001,45296,"Long Beach Resort - 10511 Front Beach Road, Panama City Beach, Florida, USA",
Heartbreakers,2001,45296,"Los Angeles, California, USA",
Heartbreakers,2001,45296,"Miami Beach, Florida, USA",
Heartbreakers,2001,45296,"Palm Beach, Florida, USA",
Heartbreakers,2001,45296,"Pasadena, California, USA",
In the Mouth of Madness,1994,45520,"Cathedral of the Transfiguration, Markham, Ontario, Canada",(the black church - exterior)
In the Mouth of Madness,1994,45520,"The Unioville Arms, Unionville, Ontario, Canada",(bar - exterior)
In the Mouth of Madness,1994,45520,"R. C. Harris Water Treatment Plant, Toronto, Ontario, Canada",(mental hospital - exterior & interior)
In the Mouth of Madness,1994,45520,"Valley Halla Estate, Rouge Park, Toronto, Ontario, Canada",(Mrs. Pickman's Hotel - exterior & interior)
In the Mouth of Madness,1994,45520,"King City, Ontario, Canada",
In the Mouth of Madness,1994,45520,"King Township, Ontario, Canada",
In the Mouth of Madness,1994,45520,"Markham, Ontario, Canada",
In the Mouth of Madness,1994,45520,"Ontario, Canada",(New York)
In the Mouth of Madness,1994,45520,"Saulter Street Library, Saulter Street, Toronto, Ontario, Canada",(library)
In the Mouth of Madness,1994,45520,"Saulter Street, Toronto, Ontario, Canada",(library)
In the Mouth of Madness,1994,45520,"Scarborough, Toronto, Ontario, Canada",
In the Mouth of Madness,1994,45520,"Toronto, Ontario, Canada",
In the Mouth of Madness,1994,45520,"Unionville, Ontario, Canada",(Hobbs End village in New England)
In the Mouth of Madness,1994,45520,"University of Toronto, Toronto, Ontario, Canada",
In the Mouth of Madness,1994,45520,"West Montrose, Ontario, Canada","(covered bridge - Finding ""Hobb's End"" Scene)"
Les choristes,2004,46117,"Chteau de Ravel, Puy-de-Dme, France",
Bringing Up Baby,1938,46327,"Arthur Ranch, Malibu, California, USA",(exteriors)
Bringing Up Baby,1938,46327,"Bel Air Country Club, Los Angeles, California, USA",(exteriors)
Bringing Up Baby,1938,46327,"Columbia/Warner Bros. Ranch - 411 North Hollywood Way, Burbank, California, USA",(exterior of Peabody house)
Bringing Up Baby,1938,46327,"Los Angeles Museum of Natural History, Los Angeles, California, USA",(museum scenes)
Bringing Up Baby,1938,46327,"Oakgrove Park. Flintridge, California, USA",(Connecticut country road scenes)
Bringing Up Baby,1938,46327,"Twentieth Century-Fox Studios, Los Angeles, California, USA",(New England street scenes)
Thirteen Days,2000,46644,"Alhambra, California, USA",
Thirteen Days,2000,46644,"Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",
Thirteen Days,2000,46644,"Glendale, California, USA",
Thirteen Days,2000,46644,"Los Angeles, California, USA",
Thirteen Days,2000,46644,"Newport, Rhode Island, USA",
Thirteen Days,2000,46644,Philippines,
Thirteen Days,2000,46644,"USS Joseph P. Kennedy Jr., Battleship Cove, Fall River, Massachusetts, USA",
Thirteen Days,2000,46644,"Washington, District of Columbia, USA",
Best in Show,2000,47206,"Aldergrove, British Columbia, Canada",(Motorhome driving scenes)
Best in Show,2000,47206,"Anmore, British Columbia, Canada",(Bait Shop locale)
Best in Show,2000,47206,"Los Angeles, California, USA",
Best in Show,2000,47206,"Pacific Coliseum, Pacific National Exhibition Grounds, Vancouver, British Columbia, Canada",(Judging & Competition Scenes)
Best in Show,2000,47206,"Vancouver, British Columbia, Canada",
The Great Debaters,2007,49215,USA,
The Great Debaters,2007,49215,"Boston, Massachusetts, USA",
The Great Debaters,2007,49215,"Harvard University, Cambridge, Massachusetts, USA",
The Great Debaters,2007,49215,"Louisiana, USA",
The Great Debaters,2007,49215,"Mansfield Studios, Mansfield, Louisiana, USA",(soundstage)
The Great Debaters,2007,49215,"Mansfield, Louisiana, USA",
The Great Debaters,2007,49215,"Palestine, Texas, USA",(Texas State railroad)
The Great Debaters,2007,49215,"Shreveport, Louisiana, USA",
The Great Debaters,2007,49215,"Wiley College - 711 Wiley Avenue, Marshall, Texas, USA",
Save the Last Dance,2001,49543,"CTA Rail System, Chicago, Illinois, USA",
Save the Last Dance,2001,49543,"Chicago Academy of the Arts - 1010 W. Chicago Avenue, West Town, Chicago, Illinois, USA",
Save the Last Dance,2001,49543,"Chicago River, Chicago, Illinois, USA",
Save the Last Dance,2001,49543,"Chicago, Illinois, USA",
Save the Last Dance,2001,49543,"Downtown, Chicago, Illinois, USA",
Save the Last Dance,2001,49543,"Lemont High School - 800 Porter Street, Lemont, Illinois, USA",
I'm Not There.,2007,49584,"Qubec, Canada",
I'm Not There.,2007,49584,Canada,
I'm Not There.,2007,49584,"Brigham, Qubec, Canada",
I'm Not There.,2007,49584,"Chambly, Qubec, Canada",
I'm Not There.,2007,49584,"Hudson, Qubec, Canada",
I'm Not There.,2007,49584,"Knowlton, Qubec, Canada",
I'm Not There.,2007,49584,"Los Angeles, California, USA",
I'm Not There.,2007,49584,"Montral, Qubec, Canada",
I'm Not There.,2007,49584,"Rue Gordon, Farnham, Qubec, Canada",
The Omen,2006,49956,"Barrandov Studios, Prague, Czech Republic",(studio)
The Omen,2006,49956,"Charles Bridge, Old Town, Prague, Czech Republic",
The Omen,2006,49956,"Congress Center, Prague, Czech Republic",
The Omen,2006,49956,Croatia,
The Omen,2006,49956,"Dublin, County Dublin, Ireland",
The Omen,2006,49956,"Laterna Magika, Prague, Czech Republic",
The Omen,2006,49956,"Lednice Castle, Lednice, Czech Republic",
The Omen,2006,49956,"Matera, Basilicata, Italy",
The Omen,2006,49956,"National Museum, New Town, Prague, Czech Republic",(opera house)
The Omen,2006,49956,"Prague, Czech Republic",
The Omen,2006,49956,"Rome, Lazio, Italy",
The Omen,2006,49956,"Stefanik's Observatory, Prague, Czech Republic",
Punisher: War Zone,2008,50713,"Station de mtro Lionel-Groulx, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Brossard, Qubec, Canada",
Punisher: War Zone,2008,50713,"Chinatown, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Cit du Cinma, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Five Roses Flour Plant, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"John Abbott College, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Old Port of Montral, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Palais des congrs de Montral, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Pont Champlain, Montral, Qubec, Canada",
Punisher: War Zone,2008,50713,"Sainte-Anne de Bellevue, Qubec, Canada",
Punisher: War Zone,2008,50713,"Terrebonne, Qubec, Canada",
Punisher: War Zone,2008,50713,"Vancouver, British Columbia, Canada",(additional filming)
Punisher: War Zone,2008,50713,"le Bizard, Qubec, Canada",
James and the Giant Peach,1996,51311,"San Francisco, California, USA",
Wimbledon,2004,53082,"All England Lawn Tennis and Croquet Club, Church Road, Wimbledon, London, England, UK",
Wimbledon,2004,53082,"Brighton, East Sussex, England, UK",
Wimbledon,2004,53082,"Charles Street, Mayfair, London, England, UK",(Peter Colt hangs out of window)
Wimbledon,2004,53082,"Dorchester Hotel, Park Lane, Mayfair, London, England, UK",
Wimbledon,2004,53082,"Kensington Gardens, Kensington, London, England, UK",(fountain)
Wimbledon,2004,53082,"London, England, UK",
Wimbledon,2004,53082,"Madeira Drive, Brighton, East Sussex, England, UK",
Wimbledon,2004,53082,"Marine Parade, Brighton, East Sussex, England, UK",
Wimbledon,2004,53082,"Monte Carlo, Monaco",
Wimbledon,2004,53082,"Shepperton Studios, Shepperton, Surrey, England, UK",
Wimbledon,2004,53082,"Terminal 1, London Heathrow Airport, London Borough of Hillingdon, London, England, UK",
Wimbledon,2004,53082,"The London Eye, South Bank, Lambeth, London, England, UK",
Wimbledon,2004,53082,UK,
Old Boy,2013,53862,"New Orleans, Louisiana, USA",
The Boondock Saints II: All Saints Day,2009,54756,"Valley Halla Estate, Rouge Park, Toronto, Ontario, Canada",
The Boondock Saints II: All Saints Day,2009,54756,"Hamilton, Ontario, Canada",
The Boondock Saints II: All Saints Day,2009,54756,"McVeigh's Irish Pub, Toronto, Ontario, Canada",
The Boondock Saints II: All Saints Day,2009,54756,"Metropolitan United Church - 56 Queen Street East, Toronto, Ontario, Canada",
The Boondock Saints II: All Saints Day,2009,54756,"Oshawa, Ontario, Canada",
The Boondock Saints II: All Saints Day,2009,54756,"Toronto, Ontario, Canada",
The Boondock Saints II: All Saints Day,2009,54756,"University of Toronto, Toronto, Ontario, Canada",
Gulliver's Travels,2010,54903,"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",(grounds)
Gulliver's Travels,2010,54903,"Blenheim Palace, Woodstock, Oxfordshire, England, UK",
Gulliver's Travels,2010,54903,"Greenwich, London, England, UK",
Gulliver's Travels,2010,54903,"Old Royal Naval College, Greenwich, London, England, UK",
Gulliver's Travels,2010,54903,"Painted Hall, King William Court, Old Royal Naval College, Greenwich, London, England, UK",
Gulliver's Travels,2010,54903,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",
Gulliver's Travels,2010,54903,"Queen's House, Greenwich, London, England, UK",
Gulliver's Travels,2010,54903,"University of Greenwich, Greenwich, London, England, UK",
Stigmata,1999,55974,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",
Stigmata,1999,55974,USA,
Stigmata,1999,55974,"California, USA",
Stigmata,1999,55974,"Palace of Fine Arts - 3301 Lyon Street, San Francisco, California, USA",(double for the Vatican)
Stigmata,1999,55974,"Eastern Columbia Building - 849 S. Broadway, Los Angeles, California, USA",(appears in several scenes and may be where patrica arquette's apartment is located. she is seen on the roof of this building.)
Stigmata,1999,55974,"Los Angeles, California, USA",
Stigmata,1999,55974,Mexico,
Stigmata,1999,55974,"Pittsburgh, Pennsylvania, USA",
Stigmata,1999,55974,"Rome, Lazio, Italy",
Stigmata,1999,55974,"San Francisco, California, USA",
Stigmata,1999,55974,"Vancouver, British Columbia, Canada",(double for Pittsburgh)
Arsenic and Old Lace,1944,56171,"Stage 19, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",
Arsenic and Old Lace,1944,56171,"Stage 6, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",
Arsenic and Old Lace,1944,56171,"Stage 9, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",
Dreamgirls,2006,58364,"Alexandria Hotel - 501 S. Spring Street, Downtown, Los Angeles, California, USA",
Dreamgirls,2006,58364,"Hollywood Palace Theater - 1735 N. Vine Street, Hollywood, Los Angeles, California, USA",
Dreamgirls,2006,58364,"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",(studio)
Dreamgirls,2006,58364,"Los Angeles, California, USA",
Dreamgirls,2006,58364,"Orpheum Theater - 842 S. Broadway, Downtown, Los Angeles, California, USA",
Fallen,1998,61007,"Holmesburg Prison - 8215 Torresdale Avenue, Philadelphia, Pennsylvania, USA",
Fallen,1998,61007,"Pat's King of Steaks - 1237 S. Passyunk Avenue, Philadelphia, Pennsylvania, USA",(street scenes)
Fallen,1998,61007,"Bear Mountain Bridge, New York, USA",
Fallen,1998,61007,"Los Angeles, California, USA",
Fallen,1998,61007,"Philadelphia, Pennsylvania, USA",
Fallen,1998,61007,"Pine Barrens, New Jersey, USA",
The Pelican Brief,1993,61920,"Spanish Plaza, New Orleans, Louisiana, USA",
The Pelican Brief,1993,61920,"Edward Bennett Williams Law Library, Georgetown University Law Center, Washington, District of Columbia, USA",(Georgetown library scenes)
The Pelican Brief,1993,61920,"Maryland, USA",
The Pelican Brief,1993,61920,"New Orleans, Louisiana, USA",
The Pelican Brief,1993,61920,"Tulane University - 6823 St. Charles Avenue, New Orleans, Louisiana, USA",(interior of classroom scene)
The Pelican Brief,1993,61920,"U Street-Cardozo Station - U Street at 10th Street, Washington, District of Columbia, USA",
The Pelican Brief,1993,61920,"Washington, District of Columbia, USA",
The Long Kiss Goodnight,1996,62429,"Canary Restaurant, Toronto, Ontario, Canada",(in background of a street scene)
The Long Kiss Goodnight,1996,62429,"Honest Ed's, Toronto, Ontario, Canada",(Casino exterior)
The Long Kiss Goodnight,1996,62429,"R.C. Harris Water Filtration Plant, Scarborough, Toronto, Ontario, Canada",(prison exterior)
The Long Kiss Goodnight,1996,62429,"25 Dominion St, Uxbridge, Ontario, Canada",(Samantha Caine's house)
The Long Kiss Goodnight,1996,62429,"Figueroa Mountain Farmhouse, Los Olivos, Santa Barbara County, California, USA","(Exterior Shot, Ending Credits)"
The Long Kiss Goodnight,1996,62429,"White House - 1600 Pennsylvania Avenue NW, Washington, District of Columbia, USA",(one shot of the White House)
The Long Kiss Goodnight,1996,62429,"Atlantic City, New Jersey, USA",
The Long Kiss Goodnight,1996,62429,"Collingwood, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Dufferin Aggregates Quarry, Milton, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Hamilton, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Lynnwood, Washington, USA",
The Long Kiss Goodnight,1996,62429,"Markham, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Milton, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Montral, Qubec, Canada",
The Long Kiss Goodnight,1996,62429,"Muskoka, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Niagara Falls, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Toronto, Ontario, Canada",
The Long Kiss Goodnight,1996,62429,"Uxbridge, Ontario, Canada",
Six Days Seven Nights,1998,62677,"Kaua'i, Hawaii, USA",
Frida,2002,64609,"Barrio del Alto, Puebla, Mexico",
Frida,2002,64609,"Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico",
Frida,2002,64609,"Mexico City, Distrito Federal, Mexico",
Frida,2002,64609,"San Luis Potosi, San Luis Potos, Mexico","(exterior, second bus scene)"
Frida,2002,64609,"Teotihuacn, San Juan Teotihuacn, Estado de Mxico, Mexico",
The Tuxedo,2002,64857,"Casa Loma, Toronto, Ontario, Canada","(Clark's home, interior and exterior)"
The Tuxedo,2002,64857,"R.C. Harris Filtration Plant, Toronto, Ontario, Canada",(Lab where Del Blaine works)
The Tuxedo,2002,64857,"Parkwood Estate, Oshawa, Ontario, Canada",(Party)
The Tuxedo,2002,64857,"Under the Gardiner Expressway, Lakeshore Blvd., Toronto, Ontario, Canada",(Jimmy driving the limo)
The Tuxedo,2002,64857,"Parkwood Estate, Oshawa, Ontario, Canada",
The Tuxedo,2002,64857,"Toronto, Ontario, Canada",
Swingers,1996,66028,"Three Clubs, 1123 VINE ST, Hollywood, California, USA",(Bar)
Swingers,1996,66028,"Musso & Frank Grill - 6667 Hollywood Blvd., Hollywood, Los Angeles, California, USA","(Confrontation with ""House of Pain"" behind restaurant made to look like the Dresden.)"
Swingers,1996,66028,"5874 Franklin Avenue, Hollywood, Los Angeles, California, USA",(Mike's appartment)
Swingers,1996,66028,"Best Western Inn - 6141 Franklin Avenue, Hollywood, Los Angeles, California, USA",
Swingers,1996,66028,"Dresden Room Restaurant - 1760 N. Vermont Avenue, Los Feliz, Los Angeles, California, USA",
Swingers,1996,66028,"Formosa Cafe - 7156 Santa Monica Blvd., West Hollywood, California, USA",
Swingers,1996,66028,"Fremont Hotel & Casino - 3555 Las Vegas Boulevard South, Las Vegas, Nevada, USA",(Several interior shots including Paradise Buffet)
Swingers,1996,66028,"Hollywood, Los Angeles, California, USA",
Swingers,1996,66028,"Las Vegas, Nevada, USA",
